hhid,cid,vid,uid,does_hh_own,does_hh_has_access,hh_head_age,hh_head_educ_years,hh_has_electricity,hh_any_od,baseline_access,baseline_ownership,treat_cat,any_treatment
111508,1148,111,1,0,1,42,2,0,0,.75999999,.68000001,LPP+Subsidy+Supply,1
111506,1148,111,1,1,1,52,2,,0,.73076922,.65384614,LPP+Subsidy+Supply,1
111309,1149,111,1,1,1,55,12,,0,.92000002,.75999999,LPP+Subsidy,1
111414,1150,111,1,1,1,36,2,1,1,.71052629,.44736841,LPP+Subsidy+Supply,1
111303,1148,111,1,1,1,36,9,,0,.73076922,.65384614,LPP+Subsidy+Supply,1
111629,1150,111,1,0,0,42,2,1,1,.71052629,.44736841,LPP+Subsidy+Supply,1
111332,1150,111,1,0,0,48,1,,1,.71794873,.46153846,LPP+Subsidy+Supply,1
111216,1148,111,1,0,0,22,6,1,1,.72000003,.68000001,LPP+Subsidy+Supply,1
111706,1150,111,1,1,1,26,15,1,0,.71052629,.44736841,LPP+Subsidy+Supply,1
111208,1148,111,1,0,0,39,1,,1,.73076922,.65384614,LPP+Subsidy+Supply,1
111630,1150,111,1,0,0,55,1,0,1,.71052629,.47368422,LPP+Subsidy+Supply,1
111411,1150,111,1,0,0,27,8,1,1,.7368421,.47368422,LPP+Subsidy+Supply,1
111712,1150,111,1,1,1,45,1,1,1,.7368421,.47368422,LPP+Subsidy+Supply,1
111308,1149,111,1,0,1,26,12,0,0,.91666669,.75,LPP+Subsidy,1
111327,1150,111,1,1,1,50,1,,0,.71794873,.46153846,LPP+Subsidy+Supply,1
111321,1150,111,1,1,1,46,12,0,0,.71052629,.44736841,LPP+Subsidy+Supply,1
111800,1149,111,1,0,0,42,1,1,1,.95833331,.79166669,LPP+Subsidy,1
111322,1150,111,1,1,1,38,9,1,0,.71052629,.44736841,LPP+Subsidy+Supply,1
111621,1150,111,1,0,0,35,9,,1,.71794873,.46153846,LPP+Subsidy+Supply,1
111403,1149,111,1,1,1,36,1,,0,.92000002,.75999999,LPP+Subsidy,1
111720,1150,111,1,1,1,36,2,,0,.71794873,.46153846,LPP+Subsidy+Supply,1
111518,1148,111,1,1,1,39,20,0,0,.72000003,.63999999,LPP+Subsidy+Supply,1
111317,1148,111,1,0,0,53,1,,1,.73076922,.65384614,LPP+Subsidy+Supply,1
111121,1148,111,1,0,0,25,14,,1,.73076922,.65384614,LPP+Subsidy+Supply,1
111721,1150,111,1,1,1,40,2,,0,.71794873,.46153846,LPP+Subsidy+Supply,1
111202,1149,111,1,1,1,42,2,,0,.92000002,.75999999,LPP+Subsidy,1
111213,1148,111,1,1,1,60,2,,1,.73076922,.65384614,LPP+Subsidy+Supply,1
111614,1149,111,1,1,1,56,2,,0,.92000002,.75999999,LPP+Subsidy,1
111507,1148,111,1,0,1,39,2,0,0,.75999999,.68000001,LPP+Subsidy+Supply,1
111709,1150,111,1,0,0,27,13,.m,1,.71794873,.46153846,LPP+Subsidy+Supply,1
111600,1148,111,1,1,1,58,1,,0,.73076922,.65384614,LPP+Subsidy+Supply,1
112302,1016,112,1,0,0,40,8,,1,.92592591,.81481481,LPP+Subsidy,1
112305,1016,112,1,1,1,45,1,0,0,.92307693,.80769229,LPP+Subsidy,1
112307,1016,112,1,0,1,28,8,1,0,.92307693,.84615386,LPP+Subsidy,1
112110,1016,112,1,0,1,35,8,1,0,.92307693,.80769229,LPP+Subsidy,1
112310,1016,112,1,0,0,40,2,1,1,.96153843,.84615386,LPP+Subsidy,1
112127,1016,112,1,0,1,55,2,1,0,.92307693,.80769229,LPP+Subsidy,1
112311,1016,112,1,0,0,27,8,,1,.92592591,.81481481,LPP+Subsidy,1
112138,1016,112,1,0,1,32,9,,0,.92592591,.81481481,LPP+Subsidy,1
112312,1016,112,1,0,0,70,1,,1,.92592591,.81481481,LPP+Subsidy,1
112308,1016,112,1,0,1,23,12,1,0,.92307693,.80769229,LPP+Subsidy,1
112115,1016,112,1,1,1,40,1,,0,.92592591,.81481481,LPP+Subsidy,1
112116,1016,112,1,0,1,65,1,,0,.92592591,.81481481,LPP+Subsidy,1
112136,1016,112,1,0,1,55,15,,0,.92592591,.81481481,LPP+Subsidy,1
112130,1016,112,1,1,1,40,2,,0,.92592591,.81481481,LPP+Subsidy,1
112108,1016,112,1,1,1,30,7,1,0,.92307693,.80769229,LPP+Subsidy,1
112109,1016,112,1,0,1,70,2,,0,.92592591,.81481481,LPP+Subsidy,1
112118,1016,112,1,0,0,35,3,,1,.92592591,.81481481,LPP+Subsidy,1
112117,1016,112,1,0,0,50,2,0,1,.96153843,.84615386,LPP+Subsidy,1
112137,1016,112,1,0,1,23,6,,0,.92592591,.81481481,LPP+Subsidy,1
112112,1016,112,1,1,1,60,1,1,0,.92307693,.80769229,LPP+Subsidy,1
112306,1016,112,1,1,1,50,8,,0,.92592591,.81481481,LPP+Subsidy,1
112114,1016,112,1,1,1,40,2,,0,.92592591,.81481481,LPP+Subsidy,1
112303,1016,112,1,0,0,34,12,1,1,.92307693,.84615386,LPP+Subsidy,1
112113,1016,112,1,0,1,20,7,,0,.92592591,.81481481,LPP+Subsidy,1
112132,1016,112,1,0,0,40,8,,1,.92592591,.81481481,LPP+Subsidy,1
112120,1016,112,1,1,1,30,2,1,0,.92307693,.80769229,LPP+Subsidy,1
112107,1016,112,1,1,1,41,9,1,0,.92307693,.80769229,LPP+Subsidy,1
112301,1016,112,1,0,0,45,8,1,1,.92307693,.84615386,LPP+Subsidy,1
112304,1016,112,1,1,1,38,2,1,0,.92307693,.80769229,LPP+Subsidy,1
113304,1017,113,1,0,0,30,1,1,1,.75,.625,LPP+Subsidy,1
113509,1017,113,1,0,0,65,1,,1,.70588237,.58823532,LPP+Subsidy,1
113305,1017,113,1,0,0,32,2,,1,.70588237,.58823532,LPP+Subsidy,1
113303,1017,113,1,0,0,65,8,,1,.70588237,.58823532,LPP+Subsidy,1
113507,1017,113,1,1,1,28,9,1,0,.6875,.5625,LPP+Subsidy,1
113517,1017,113,1,0,1,30,10,,0,.70588237,.58823532,LPP+Subsidy,1
113518,1017,113,1,1,1,40,14,,0,.70588237,.58823532,LPP+Subsidy,1
113310,1017,113,1,0,0,55,1,1,1,.75,.625,LPP+Subsidy,1
113514,1017,113,1,1,1,30,9,,0,.70588237,.58823532,LPP+Subsidy,1
113309,1017,113,1,0,0,35,1,,1,.70588237,.58823532,LPP+Subsidy,1
113301,1017,113,1,1,1,35,12,,0,.70588237,.58823532,LPP+Subsidy,1
113302,1017,113,1,0,0,35,1,1,1,.75,.625,LPP+Subsidy,1
113307,1017,113,1,0,0,22,2,,1,.70588237,.58823532,LPP+Subsidy,1
113308,1017,113,1,0,0,27,2,,1,.70588237,.58823532,LPP+Subsidy,1
113311,1017,113,1,0,0,28,2,1,1,.75,.625,LPP+Subsidy,1
113508,1017,113,1,1,1,26,9,,0,.70588237,.58823532,LPP+Subsidy,1
113515,1017,113,1,1,1,25,8,1,0,.6875,.625,LPP+Subsidy,1
113306,1017,113,1,0,0,45,1,1,1,.75,.625,LPP+Subsidy,1
113313,1017,113,1,0,1,38,12,1,0,.6875,.5625,LPP+Subsidy,1
113505,1017,113,1,1,1,40,1,1,0,.6875,.5625,LPP+Subsidy,1
113510,1017,113,1,1,1,43,14,1,0,.6875,.5625,LPP+Subsidy,1
113512,1017,113,1,1,1,40,2,1,0,.6875,.625,LPP+Subsidy,1
113516,1017,113,1,1,1,46,2,,0,.70588237,.58823532,LPP+Subsidy,1
114258,1166,114,1,1,1,45,1,,0,1,1,Supply Only,1
114607,1018,114,1,0,0,22,1,0,1,.33333334,.25,Supply Only,1
114257,1166,114,1,1,1,43,1,,0,1,1,Supply Only,1
114228,1018,114,1,0,1,28,9,0,0,.25,.25,Supply Only,1
114238,1111,114,1,0,0,78,2,,1,.42105263,.42105263,Supply Only,1
114203,1111,114,1,0,0,29,10,0,1,.44444445,.44444445,Supply Only,1
114252,1111,114,1,0,0,35,10,0,1,.3888889,.3888889,Supply Only,1
114615,1018,114,1,0,0,39,2,0,1,.33333334,.25,Supply Only,1
114233,1111,114,1,0,1,39,1,,0,.42105263,.42105263,Supply Only,1
114612,1018,114,1,0,0,59,1,0,1,.25,.16666667,Supply Only,1
114219,1111,114,1,0,0,34,12,0,1,.3888889,.3888889,Supply Only,1
114239,1111,114,1,0,0,35,1,0,1,.44444445,.44444445,Supply Only,1
114606,1018,114,1,0,0,22,1,,1,.30769232,.23076923,Supply Only,1
114259,1166,114,1,1,1,35,2,,0,1,1,Supply Only,1
114262,1166,114,1,0,0,53,1,,1,1,1,Supply Only,1
114242,1111,114,1,0,0,42,1,,1,.42105263,.42105263,Supply Only,1
114600,1018,114,1,0,0,55,2,,1,.30769232,.23076923,Supply Only,1
114207,1111,114,1,0,0,35,2,0,1,.44444445,.44444445,Supply Only,1
114623,1018,114,1,0,0,65,5,,1,.30769232,.23076923,Supply Only,1
114609,1018,114,1,1,1,56,10,0,1,.33333334,.25,Supply Only,1
114622,1018,114,1,0,0,65,2,,1,.30769232,.23076923,Supply Only,1
114613,1018,114,1,0,0,30,15,,1,.30769232,.23076923,Supply Only,1
114616,1018,114,1,0,0,45,1,0,1,.33333334,.25,Supply Only,1
114264,1166,114,1,0,1,42,1,,0,1,1,Supply Only,1
114223,1018,114,1,1,1,40,2,,1,.30769232,.23076923,Supply Only,1
114245,1111,114,1,0,0,32,2,0,1,.44444445,.44444445,Supply Only,1
114206,1111,114,1,0,0,74,1,,1,.42105263,.42105263,Supply Only,1
114255,1166,114,1,1,1,43,1,,0,1,1,Supply Only,1
114603,1018,114,1,0,0,24,13,,1,.30769232,.23076923,Supply Only,1
114208,1111,114,1,0,0,34,2,0,1,.44444445,.44444445,Supply Only,1
114229,1018,114,1,1,1,35,2,,0,.30769232,.23076923,Supply Only,1
114247,1111,114,1,0,0,70,2,0,1,.44444445,.44444445,Supply Only,1
114243,1111,114,1,0,0,42,2,,1,.42105263,.42105263,Supply Only,1
114241,1111,114,1,0,0,40,1,,1,.42105263,.42105263,Supply Only,1
114232,1111,114,1,0,0,46,7,0,1,.44444445,.44444445,Supply Only,1
114620,1018,114,1,0,0,43,8,,1,.30769232,.23076923,Supply Only,1
114246,1111,114,1,0,0,48,2,0,1,.44444445,.44444445,Supply Only,1
114230,1111,114,1,1,1,50,6,,0,.42105263,.42105263,Supply Only,1
114237,1111,114,1,0,0,70,1,,1,.42105263,.42105263,Supply Only,1
114200,1111,114,1,1,1,40,2,,0,.42105263,.42105263,Supply Only,1
114226,1018,114,1,0,0,22,10,,1,.30769232,.23076923,Supply Only,1
114227,1018,114,1,1,1,42,7,,0,.30769232,.23076923,Supply Only,1
114601,1018,114,1,1,1,50,11,0,0,.33333334,.25,Supply Only,1
114621,1018,114,1,0,0,60,1,0,1,.33333334,.25,Supply Only,1
114201,1111,114,1,0,0,40,1,,1,.42105263,.42105263,Supply Only,1
114266,1166,114,1,1,1,29,15,0,0,1,1,Supply Only,1
114235,1111,114,1,0,0,52,15,0,1,.44444445,.44444445,Supply Only,1
114256,1166,114,1,1,1,46,1,,0,1,1,Supply Only,1
114224,1018,114,1,1,1,32,2,,1,.30769232,.23076923,Supply Only,1
114610,1018,114,1,0,0,64,9,,1,.30769232,.23076923,Supply Only,1
114265,1166,114,1,0,1,23,9,,0,1,1,Supply Only,1
114211,1111,114,1,1,1,56,2,,0,.42105263,.42105263,Supply Only,1
114225,1018,114,1,0,0,50,1,,1,.30769232,.23076923,Supply Only,1
114205,1111,114,1,0,0,36,2,,1,.42105263,.42105263,Supply Only,1
114624,1111,114,1,1,1,26,2,,0,.42105263,.42105263,Supply Only,1
114605,1018,114,1,0,0,33,2,,1,.30769232,.23076923,Supply Only,1
114204,1111,114,1,0,0,33,2,0,1,.44444445,.44444445,Supply Only,1
114236,1111,114,1,0,0,36,1,,1,.42105263,.42105263,Supply Only,1
114253,1111,114,1,0,0,33,2,0,1,.3888889,.3888889,Supply Only,1
114250,1111,114,1,0,0,54,1,0,1,.3888889,.3888889,Supply Only,1
115311,1019,115,1,0,1,34,12,,0,.76190478,.5625,LPP+Subsidy,1
115507,1107,115,1,1,1,25,9,1,1,1,1,LPP+Subsidy+Supply,1
115414,1019,115,1,1,1,25,9,,0,.76190478,.5625,LPP+Subsidy,1
115309,1019,115,1,1,1,36,2,,0,.76190478,.5625,LPP+Subsidy,1
115403,1019,115,1,1,1,68,7,,0,.76190478,.5625,LPP+Subsidy,1
115617,1165,115,1,1,1,27,9,,0,1,.77777779,LPP+Subsidy,1
115314,1019,115,1,0,0,32,9,1,1,.80000001,.60000002,LPP+Subsidy,1
115502,1107,115,1,1,1,45,2,1,0,1,1,LPP+Subsidy+Supply,1
115600,1165,115,1,1,1,24,1,,0,1,.77777779,LPP+Subsidy,1
115500,1107,115,1,1,1,40,9,0,1,1,1,LPP+Subsidy+Supply,1
115413,1019,115,1,1,1,37,9,,0,.76190478,.5625,LPP+Subsidy,1
115407,1019,115,1,0,1,25,9,,0,.76190478,.5625,LPP+Subsidy,1
115313,1019,115,1,0,0,65,1,,1,.76190478,.5625,LPP+Subsidy,1
115618,1165,115,1,0,1,79,2,,0,1,.77777779,LPP+Subsidy,1
115317,1019,115,1,1,1,65,2,,0,.76190478,.5625,LPP+Subsidy,1
115602,1165,115,1,1,1,65,1,,0,1,.77777779,LPP+Subsidy,1
115301,1019,115,1,1,1,35,11,,0,.76190478,.5625,LPP+Subsidy,1
115603,1165,115,1,0,1,35,2,,0,1,.77777779,LPP+Subsidy,1
115503,1107,115,1,1,1,35,2,,1,1,1,LPP+Subsidy+Supply,1
115422,1019,115,1,1,1,27,2,,0,.76190478,.5625,LPP+Subsidy,1
115512,1107,115,1,1,1,40,9,1,0,1,1,LPP+Subsidy+Supply,1
115308,1019,115,1,0,1,25,9,,0,.76190478,.5625,LPP+Subsidy,1
115427,1019,115,1,0,0,25,2,,1,.76190478,.5625,LPP+Subsidy,1
115421,1019,115,1,1,1,60,1,,0,.76190478,.5625,LPP+Subsidy,1
115505,1107,115,1,1,1,40,9,,1,1,1,LPP+Subsidy+Supply,1
115419,1019,115,1,0,0,52,1,,1,.76190478,.5625,LPP+Subsidy,1
115514,1107,115,1,1,1,25,10,1,0,1,1,LPP+Subsidy+Supply,1
115516,1107,115,1,1,1,66,2,1,0,1,1,LPP+Subsidy+Supply,1
115319,1019,115,1,0,1,30,2,1,0,.80000001,.60000002,LPP+Subsidy,1
115509,1107,115,1,0,0,65,1,0,1,1,1,LPP+Subsidy+Supply,1
115315,1019,115,1,1,1,50,2,,0,.76190478,.5625,LPP+Subsidy,1
115404,1019,115,1,0,0,30,9,,1,.76190478,.5625,LPP+Subsidy,1
115424,1019,115,1,1,1,40,2,,0,.76190478,.5625,LPP+Subsidy,1
115300,1019,115,1,1,1,70,1,1,0,.75,.53333336,LPP+Subsidy,1
115604,1165,115,1,0,1,38,3,,0,1,.77777779,LPP+Subsidy,1
115416,1019,115,1,1,1,32,2,,0,.76190478,.5625,LPP+Subsidy,1
115515,1107,115,1,1,1,30,2,1,0,1,1,LPP+Subsidy+Supply,1
115609,1165,115,1,1,1,72,9,,0,1,.77777779,LPP+Subsidy,1
115607,1165,115,1,1,1,29,13,1,0,1,.875,LPP+Subsidy,1
115616,1165,115,1,1,1,39,2,1,0,1,.75,LPP+Subsidy,1
115501,1107,115,1,0,1,35,2,,1,1,1,LPP+Subsidy+Supply,1
115318,1019,115,1,1,1,35,2,0,0,.80000001,.60000002,LPP+Subsidy,1
115428,1019,115,1,0,0,28,7,1,1,.75,.60000002,LPP+Subsidy,1
115518,1107,115,1,1,1,35,9,,0,1,1,LPP+Subsidy+Supply,1
115307,1019,115,1,1,1,50,1,1,0,.75,.53333336,LPP+Subsidy,1
115304,1019,115,1,1,1,35,2,,0,.76190478,.5625,LPP+Subsidy,1
115612,1165,115,1,1,1,45,7,1,0,1,.75,LPP+Subsidy,1
115306,1019,115,1,1,1,42,2,1,0,.75,.5625,LPP+Subsidy,1
115302,1019,115,1,1,1,30,5,,0,.76190478,.5625,LPP+Subsidy,1
115508,1107,115,1,1,1,30,9,1,1,1,1,LPP+Subsidy+Supply,1
115517,1107,115,1,1,1,40,2,,0,1,1,LPP+Subsidy+Supply,1
115402,1019,115,1,0,1,32,2,,0,.76190478,.5625,LPP+Subsidy,1
115426,1019,115,1,0,0,60,1,,1,.76190478,.5625,LPP+Subsidy,1
115412,1019,115,1,1,1,65,12,,0,.76190478,.5625,LPP+Subsidy,1
115316,1019,115,1,1,1,50,2,1,0,.75,.53333336,LPP+Subsidy,1
115513,1107,115,1,1,1,55,2,1,0,1,1,LPP+Subsidy+Supply,1
115608,1165,115,1,1,1,24,9,1,0,1,.875,LPP+Subsidy,1
115406,1019,115,1,1,1,67,1,1,0,.80000001,.60000002,LPP+Subsidy,1
115510,1107,115,1,1,1,35,2,,0,1,1,LPP+Subsidy+Supply,1
115611,1165,115,1,0,1,30,10,1,0,1,.75,LPP+Subsidy,1
115511,1107,115,1,1,1,35,2,1,0,1,1,LPP+Subsidy+Supply,1
115417,1019,115,1,1,1,35,1,,0,.76190478,.5625,LPP+Subsidy,1
115420,1019,115,1,0,0,28,8,,1,.76190478,.5625,LPP+Subsidy,1
115504,1107,115,1,0,1,22,12,,1,1,1,LPP+Subsidy+Supply,1
115401,1019,115,1,1,1,55,2,1,0,.75,.53333336,LPP+Subsidy,1
115519,1107,115,1,1,1,40,2,,0,1,1,LPP+Subsidy+Supply,1
115320,1019,115,1,1,1,37,2,,0,.76190478,.5625,LPP+Subsidy,1
115303,1019,115,1,1,1,20,12,1,0,.75,.53333336,LPP+Subsidy,1
115305,1019,115,1,1,1,42,9,1,0,.75,.53333336,LPP+Subsidy,1
115310,1019,115,1,1,1,64,8,1,0,.75,.53333336,LPP+Subsidy,1
115506,1107,115,1,0,1,28,9,.m,1,1,1,LPP+Subsidy+Supply,1
115415,1019,115,1,1,1,28,9,1,0,.75,.60000002,LPP+Subsidy,1
115405,1019,115,1,0,1,22,10,,0,.76190478,.5625,LPP+Subsidy,1
115606,1165,115,1,1,1,61,13,,0,1,.77777779,LPP+Subsidy,1
115610,1165,115,1,1,1,48,12,,0,1,.77777779,LPP+Subsidy,1
115601,1165,115,1,1,1,60,1,1,0,1,.77777779,LPP+Subsidy,1
115619,1165,115,1,0,1,25,10,1,0,1,.75,LPP+Subsidy,1
115520,1107,115,1,0,0,35,2,,1,1,1,LPP+Subsidy+Supply,1
116405,1155,116,1,1,1,70,1,,0,.75,.54545456,Control,0
116701,1156,116,1,1,1,19,8,,0,.72222221,.46153846,Control,0
116272,1020,116,1,0,0,35,1,0,1,.41666666,.125,Control,0
116306,1155,116,1,0,1,55,1,0,0,.72727275,.60000002,Control,0
116427,1021,116,1,0,1,55,1,,0,.69999999,.48275861,Control,0
116129,1021,116,1,0,0,26,2,1,1,.69230771,.4642857,Control,0
116454,1021,116,1,1,1,30,9,,0,.69999999,.48275861,Control,0
116652,1021,116,1,0,1,29,9,1,0,.71794873,.5,Control,0
116422,1021,116,1,0,0,25,13,1,1,.69230771,.4642857,Control,0
116448,1021,116,1,0,0,30,2,,1,.69999999,.48275861,Control,0
116608,1156,116,1,1,1,26,9,1,0,.7647059,.5,Control,0
116100,1155,116,1,0,0,35,2,,1,.75,.54545456,Control,0
116459,1021,116,1,0,1,26,9,1,0,.69230771,.5,Control,0
116431,1021,116,1,1,1,40,9,,1,.69999999,.48275861,Control,0
116650,1021,116,1,1,1,20,14,1,0,.71794873,.5,Control,0
116638,1154,116,1,1,1,40,2,,0,.21428572,.15384616,Control,0
116303,1155,116,1,1,1,45,2,1,0,.72727275,.5,Control,0
116234,1020,116,1,0,1,35,11,,0,.38461539,.11111111,Control,0
116614,1155,116,1,0,1,76,2,1,0,.72727275,.5,Control,0
116443,1021,116,1,1,1,40,2,,0,.69999999,.48275861,Control,0
116313,1155,116,1,1,1,32,2,,0,.75,.54545456,Control,0
116260,1020,116,1,0,0,40,1,,1,.38461539,.11111111,Control,0
116444,1021,116,1,0,0,26,2,,1,.69999999,.48275861,Control,0
116456,1021,116,1,0,0,65,2,1,1,.71794873,.5,Control,0
116127,1021,116,1,0,0,22,8,1,1,.69230771,.4642857,Control,0
116315,1156,116,1,0,0,70,7,1,1,.7647059,.5,Control,0
116110,1022,116,1,0,0,35,2,,1,.68421054,.41666666,Control,0
116452,1021,116,1,1,1,35,9,,0,.69999999,.48275861,Control,0
116629,1154,116,1,0,0,38,8,0,1,.15384616,.15384616,Control,0
116426,1021,116,1,1,1,35,1,,0,.69999999,.48275861,Control,0
116505,1156,116,1,1,1,38,9,,0,.72222221,.46153846,Control,0
116101,1155,116,1,0,1,18,8,,1,.75,.54545456,Control,0
116411,1155,116,1,1,1,35,2,,0,.75,.54545456,Control,0
116659,1154,116,1,1,1,45,1,,0,.21428572,.15384616,Control,0
116120,1155,116,1,1,1,35,1,,0,.75,.54545456,Control,0
116231,1020,116,1,1,1,48,11,,0,.38461539,.11111111,Control,0
116271,1020,116,1,0,0,65,1,,1,.38461539,.11111111,Control,0
116404,1155,116,1,0,1,35,2,,0,.75,.54545456,Control,0
116317,1021,116,1,1,1,30,2,1,0,.71794873,.5,Control,0
116447,1021,116,1,0,0,58,2,1,1,.71794873,.5,Control,0
116305,1155,116,1,1,1,30,2,,1,.75,.54545456,Control,0
116243,1020,116,1,0,0,43,2,0,1,.41666666,.125,Control,0
116661,1154,116,1,0,0,37,2,0,1,.23076923,.16666667,Control,0
116106,1022,116,1,1,1,35,12,1,0,.66666669,.41666666,Control,0
116241,1020,116,1,1,1,45,1,1,0,.33333334,0,Control,0
116613,1155,116,1,1,1,42,9,1,0,.72727275,.5,Control,0
116301,1155,116,1,1,1,32,2,0,0,.72727275,.5,Control,0
116634,1154,116,1,1,1,70,1,,0,.21428572,.15384616,Control,0
116408,1155,116,1,0,0,28,1,,1,.75,.54545456,Control,0
116314,1156,116,1,0,0,30,8,1,1,.7647059,.5,Control,0
116605,1156,116,1,0,0,31,15,,1,.72222221,.46153846,Control,0
116624,1021,116,1,1,1,42,2,1,0,.69230771,.48275861,Control,0
116300,1155,116,1,0,1,55,1,1,1,.72727275,.5,Control,0
116500,1156,116,1,1,1,62,9,1,0,.70588237,.41666666,Control,0
116607,1156,116,1,0,0,31,2,,1,.72222221,.46153846,Control,0
116307,1155,116,1,0,0,36,2,,1,.75,.54545456,Control,0
116670,1154,116,1,0,0,23,10,,1,.21428572,.15384616,Control,0
116308,1155,116,1,1,1,45,2,1,0,.72727275,.60000002,Control,0
116617,1155,116,1,0,0,38,1,1,1,.81818181,.60000002,Control,0
116620,1156,116,1,0,0,60,1,,1,.72222221,.46153846,Control,0
116403,1155,116,1,1,1,63,2,,0,.75,.54545456,Control,0
116253,1020,116,1,0,0,36,2,,1,.38461539,.11111111,Control,0
116436,1021,116,1,0,0,24,8,,1,.69999999,.48275861,Control,0
116102,1022,116,1,0,1,52,2,1,0,.66666669,.36363637,Control,0
116637,1154,116,1,0,1,23,7,1,0,.15384616,.083333336,Control,0
116669,1154,116,1,0,0,23,2,1,1,.23076923,.16666667,Control,0
116111,1022,116,1,0,0,28,8,,1,.68421054,.41666666,Control,0
116115,1022,116,1,0,0,32,1,0,1,.72222221,.45454547,Control,0
116203,1022,116,1,0,1,30,15,1,0,.66666669,.36363637,Control,0
116442,1021,116,1,0,0,40,2,,1,.69999999,.48275861,Control,0
116656,1154,116,1,0,0,23,8,,1,.21428572,.15384616,Control,0
116507,1156,116,1,0,1,40,15,,0,.72222221,.46153846,Control,0
116445,1021,116,1,1,1,45,8,,0,.69999999,.48275861,Control,0
116415,1156,116,1,1,1,50,2,,1,.72222221,.46153846,Control,0
116400,1155,116,1,0,1,31,16,,0,.75,.54545456,Control,0
116265,1020,116,1,0,0,38,2,,1,.38461539,.11111111,Control,0
116646,1021,116,1,0,0,65,2,,1,.69999999,.48275861,Control,0
116461,1021,116,1,0,0,50,1,1,1,.69230771,.4642857,Control,0
116645,1021,116,1,0,0,42,4,1,1,.71794873,.5,Control,0
116651,1021,116,1,0,1,23,13,.m,0,.69999999,.48275861,Control,0
116626,1021,116,1,1,1,45,2,,0,.69999999,.48275861,Control,0
116437,1021,116,1,0,0,26,2,0,1,.71794873,.5,Control,0
116616,1155,116,1,1,1,50,1,1,0,.81818181,.60000002,Control,0
116663,1154,116,1,0,0,65,2,,1,.21428572,.15384616,Control,0
116642,1021,116,1,1,1,24,8,0,0,.71794873,.5,Control,0
116248,1020,116,1,1,1,45,2,1,1,.33333334,.11111111,Control,0
116266,1020,116,1,0,0,60,1,,1,.38461539,.11111111,Control,0
116504,1156,116,1,0,1,22,9,,0,.72222221,.46153846,Control,0
116130,1021,116,1,0,0,68,6,,1,.69999999,.48275861,Control,0
116630,1154,116,1,1,1,60,1,0,0,.23076923,.16666667,Control,0
116318,1021,116,1,1,1,30,2,,0,.69999999,.48275861,Control,0
116463,1021,116,1,0,0,22,8,,1,.69999999,.48275861,Control,0
116433,1021,116,1,0,0,40,1,,1,.69999999,.48275861,Control,0
116653,1021,116,1,0,0,45,2,1,1,.71794873,.5,Control,0
116419,1156,116,1,0,0,50,8,1,1,.7647059,.5,Control,0
116237,1020,116,1,1,1,37,13,,0,.38461539,.11111111,Control,0
116256,1020,116,1,0,0,60,1,,1,.38461539,.11111111,Control,0
116258,1020,116,1,0,0,50,6,,1,.38461539,.11111111,Control,0
116249,1020,116,1,0,0,55,1,,1,.38461539,.11111111,Control,0
116242,1020,116,1,0,1,37,9,,0,.38461539,.11111111,Control,0
116103,1022,116,1,1,1,22,8,,0,.68421054,.41666666,Control,0
116460,1021,116,1,1,1,24,12,1,0,.69230771,.4642857,Control,0
116420,1021,116,1,0,0,35,2,0,1,.69230771,.5,Control,0
116414,1156,116,1,1,1,18,9,,1,.72222221,.46153846,Control,0
116126,1021,116,1,0,0,30,2,,1,.69999999,.48275861,Control,0
116631,1156,116,1,1,1,58,2,1,0,.70588237,.46153846,Control,0
116440,1021,116,1,0,0,28,1,0,1,.71794873,.5,Control,0
116641,1021,116,1,1,1,33,1,,0,.69999999,.48275861,Control,0
116503,1156,116,1,0,1,30,9,,0,.72222221,.46153846,Control,0
116647,1021,116,1,1,1,40,2,,0,.69999999,.48275861,Control,0
116223,1021,116,1,1,1,38,2,1,0,.69230771,.4642857,Control,0
116434,1021,116,1,1,1,40,2,1,0,.69230771,.48275861,Control,0
116255,1020,116,1,0,0,38,2,1,1,.41666666,.125,Control,0
116502,1156,116,1,1,1,43,2,,0,.72222221,.46153846,Control,0
116212,1022,116,1,0,0,37,15,,1,.68421054,.41666666,Control,0
116113,1022,116,1,0,0,43,8,1,1,.72222221,.45454547,Control,0
116451,1021,116,1,0,1,32,6,,0,.69999999,.48275861,Control,0
116635,1154,116,1,1,1,56,2,,0,.21428572,.15384616,Control,0
116458,1021,116,1,1,1,50,1,,0,.69999999,.48275861,Control,0
116657,1154,116,1,0,0,46,1,,1,.21428572,.15384616,Control,0
116252,1020,116,1,0,0,28,1,0,1,.41666666,.125,Control,0
116312,1155,116,1,0,0,32,6,,1,.75,.54545456,Control,0
116269,1020,116,1,0,0,23,1,,1,.38461539,.11111111,Control,0
116112,1022,116,1,1,1,30,2,.m,0,.68421054,.41666666,Control,0
116240,1020,116,1,0,0,51,1,,1,.38461539,.11111111,Control,0
116421,1021,116,1,0,0,48,3,1,1,.69230771,.4642857,Control,0
116401,1155,116,1,0,1,35,2,,0,.75,.54545456,Control,0
116516,1156,116,1,1,1,60,1,,0,.72222221,.46153846,Control,0
116609,1156,116,1,1,1,32,2,,0,.72222221,.46153846,Control,0
116254,1020,116,1,0,0,65,13,,1,.38461539,.11111111,Control,0
116441,1021,116,1,1,1,27,10,0,0,.69230771,.48275861,Control,0
