hhid,cid,vid,uid,does_hh_own,does_hh_has_access,hh_head_age,hh_head_educ_years,hh_has_electricity,hh_any_od,baseline_access,baseline_ownership,treat_cat,any_treatment,hh_head_age_flag_outlier,hh_head_educ_years_flag_outlier
111307,1149,111,1,1,1,32.0,9.0,0.0,0,0.91666669,0.75,LPP+Subsidy,1,0,0
111410,1150,111,1,0,0,34.0,2.0,,1,0.71794873,0.46153846,LPP+Subsidy+Supply,1,0,0
111412,1150,111,1,0,1,56.0,1.0,,1,0.71794873,0.46153846,LPP+Subsidy+Supply,1,0,0
111102,1015,111,1,1,1,32.0,2.0,1.0,0,0.75609756,0.48780489,LPP+Subsidy,1,0,0
111311,1149,111,1,1,1,50.0,1.0,,0,0.92000002,0.75999999,LPP+Subsidy,1,0,0
111325,1150,111,1,0,0,30.0,1.0,1.0,1,0.7368421,0.47368422,LPP+Subsidy+Supply,1,0,0
111203,1149,111,1,1,1,45.0,2.0,,1,0.92000002,0.75999999,LPP+Subsidy,1,0,0
111400,1149,111,1,1,1,59.0,2.0,,0,0.92000002,0.75999999,LPP+Subsidy,1,0,0
111627,1150,111,1,0,0,47.0,2.0,0.0,1,0.7368421,0.47368422,LPP+Subsidy+Supply,1,0,0
111300,1149,111,1,0,0,54.0,1.0,1.0,1,0.91666669,0.75,LPP+Subsidy,1,0,0
111714,1150,111,1,0,0,35.0,2.0,1.0,1,0.7368421,0.47368422,LPP+Subsidy+Supply,1,0,0
111206,1149,111,1,0,1,26.0,11.0,,1,0.92000002,0.75999999,LPP+Subsidy,1,0,0
111304,1148,111,1,1,1,40.0,9.0,0.0,0,0.72000003,0.63999999,LPP+Subsidy+Supply,1,0,0
111107,1015,111,1,0,1,28.0,18.0,1.0,0,0.75609756,0.51219511,LPP+Subsidy,1,0,0
111605,1149,111,1,1,1,55.0,2.0,,0,0.92000002,0.75999999,LPP+Subsidy,1,0,0
111515,1148,111,1,1,1,25.0,2.0,,0,0.73076922,0.65384614,LPP+Subsidy+Supply,1,0,0
111214,1148,111,1,1,1,35.0,2.0,1.0,1,0.72000003,0.63999999,LPP+Subsidy+Supply,1,0,0
111210,1148,111,1,0,0,52.0,2.0,,1,0.73076922,0.65384614,LPP+Subsidy+Supply,1,0,0
111615,1149,111,1,0,1,30.0,6.0,1.0,0,0.91666669,0.75,LPP+Subsidy,1,0,0
111801,1150,111,1,0,0,70.0,1.0,0.0,1,0.71052629,0.44736841,LPP+Subsidy+Supply,1,0,0
111201,1149,111,1,0,0,34.0,14.0,1.0,1,0.91666669,0.75,LPP+Subsidy,1,0,0
111401,1149,111,1,1,1,37.0,12.0,1.0,0,0.91666669,0.75,LPP+Subsidy,1,0,0
111333,1150,111,1,0,0,60.0,1.0,,1,0.71794873,0.46153846,LPP+Subsidy+Supply,1,0,0
111718,1150,111,1,0,1,26.0,15.0,1.0,0,0.71052629,0.44736841,LPP+Subsidy+Supply,1,0,0
111625,1150,111,1,0,0,60.0,2.0,,1,0.71794873,0.46153846,LPP+Subsidy+Supply,1,0,0
111109,1015,111,1,1,1,60.0,1.0,,0,0.76190478,0.5,LPP+Subsidy,1,0,0
111120,1148,111,1,0,1,22.0,2.0,,0,0.73076922,0.65384614,LPP+Subsidy+Supply,1,0,0
111611,1149,111,1,1,1,25.0,14.0,1.0,0,0.91666669,0.75,LPP+Subsidy,1,0,0
111402,1149,111,1,1,1,54.0,1.0,1.0,0,0.91666669,0.75,LPP+Subsidy,1,0,0
111404,1149,111,1,1,1,50.0,1.0,1.0,0,0.91666669,0.75,LPP+Subsidy,1,0,0
111520,1148,111,1,0,0,65.0,8.0,1.0,1,0.75999999,0.68000001,LPP+Subsidy+Supply,1,0,0
111212,1148,111,1,0,1,60.0,1.0,1.0,0,0.72000003,0.63999999,LPP+Subsidy+Supply,1,0,0
111334,1150,111,1,0,0,55.0,1.0,1.0,1,0.71052629,0.44736841,LPP+Subsidy+Supply,1,0,0
111606,1149,111,1,0,1,30.0,9.0,,0,0.92000002,0.75999999,LPP+Subsidy,1,0,0
111713,1150,111,1,0,0,46.0,2.0,1.0,1,0.7368421,0.47368422,LPP+Subsidy+Supply,1,0,0
111501,1148,111,1,1,1,42.0,9.0,,1,0.73076922,0.65384614,LPP+Subsidy+Supply,1,0,0
111613,1149,111,1,1,1,28.0,11.0,1.0,0,0.91666669,0.75,LPP+Subsidy,1,0,0
111305,1149,111,1,1,1,32.0,7.0,,0,0.92000002,0.75999999,LPP+Subsidy,1,0,0
111633,1150,111,1,0,0,53.0,1.0,1.0,1,0.71052629,0.47368422,LPP+Subsidy+Supply,1,0,0
111508,1148,111,1,0,1,42.0,2.0,0.0,0,0.75999999,0.68000001,LPP+Subsidy+Supply,1,0,0
111506,1148,111,1,1,1,52.0,2.0,,0,0.73076922,0.65384614,LPP+Subsidy+Supply,1,0,0
111309,1149,111,1,1,1,55.0,12.0,,0,0.92000002,0.75999999,LPP+Subsidy,1,0,0
111414,1150,111,1,1,1,36.0,2.0,1.0,1,0.71052629,0.44736841,LPP+Subsidy+Supply,1,0,0
111303,1148,111,1,1,1,36.0,9.0,,0,0.73076922,0.65384614,LPP+Subsidy+Supply,1,0,0
111629,1150,111,1,0,0,42.0,2.0,1.0,1,0.71052629,0.44736841,LPP+Subsidy+Supply,1,0,0
111332,1150,111,1,0,0,48.0,1.0,,1,0.71794873,0.46153846,LPP+Subsidy+Supply,1,0,0
111216,1148,111,1,0,0,22.0,6.0,1.0,1,0.72000003,0.68000001,LPP+Subsidy+Supply,1,0,0
111706,1150,111,1,1,1,26.0,15.0,1.0,0,0.71052629,0.44736841,LPP+Subsidy+Supply,1,0,0
111208,1148,111,1,0,0,39.0,1.0,,1,0.73076922,0.65384614,LPP+Subsidy+Supply,1,0,0
111630,1150,111,1,0,0,55.0,1.0,0.0,1,0.71052629,0.47368422,LPP+Subsidy+Supply,1,0,0
111411,1150,111,1,0,0,27.0,8.0,1.0,1,0.7368421,0.47368422,LPP+Subsidy+Supply,1,0,0
111712,1150,111,1,1,1,45.0,1.0,1.0,1,0.7368421,0.47368422,LPP+Subsidy+Supply,1,0,0
111308,1149,111,1,0,1,26.0,12.0,0.0,0,0.91666669,0.75,LPP+Subsidy,1,0,0
111327,1150,111,1,1,1,50.0,1.0,,0,0.71794873,0.46153846,LPP+Subsidy+Supply,1,0,0
111321,1150,111,1,1,1,46.0,12.0,0.0,0,0.71052629,0.44736841,LPP+Subsidy+Supply,1,0,0
111800,1149,111,1,0,0,42.0,1.0,1.0,1,0.95833331,0.79166669,LPP+Subsidy,1,0,0
111322,1150,111,1,1,1,38.0,9.0,1.0,0,0.71052629,0.44736841,LPP+Subsidy+Supply,1,0,0
111621,1150,111,1,0,0,35.0,9.0,,1,0.71794873,0.46153846,LPP+Subsidy+Supply,1,0,0
111403,1149,111,1,1,1,36.0,1.0,,0,0.92000002,0.75999999,LPP+Subsidy,1,0,0
111720,1150,111,1,1,1,36.0,2.0,,0,0.71794873,0.46153846,LPP+Subsidy+Supply,1,0,0
111518,1148,111,1,1,1,39.0,20.0,0.0,0,0.72000003,0.63999999,LPP+Subsidy+Supply,1,0,0
111317,1148,111,1,0,0,53.0,1.0,,1,0.73076922,0.65384614,LPP+Subsidy+Supply,1,0,0
111121,1148,111,1,0,0,25.0,14.0,,1,0.73076922,0.65384614,LPP+Subsidy+Supply,1,0,0
111721,1150,111,1,1,1,40.0,2.0,,0,0.71794873,0.46153846,LPP+Subsidy+Supply,1,0,0
111202,1149,111,1,1,1,42.0,2.0,,0,0.92000002,0.75999999,LPP+Subsidy,1,0,0
111213,1148,111,1,1,1,60.0,2.0,,1,0.73076922,0.65384614,LPP+Subsidy+Supply,1,0,0
111614,1149,111,1,1,1,56.0,2.0,,0,0.92000002,0.75999999,LPP+Subsidy,1,0,0
111507,1148,111,1,0,1,39.0,2.0,0.0,0,0.75999999,0.68000001,LPP+Subsidy+Supply,1,0,0
111709,1150,111,1,0,0,27.0,13.0,,1,0.71794873,0.46153846,LPP+Subsidy+Supply,1,0,0
111600,1148,111,1,1,1,58.0,1.0,,0,0.73076922,0.65384614,LPP+Subsidy+Supply,1,0,0
112302,1016,112,1,0,0,40.0,8.0,,1,0.92592591,0.81481481,LPP+Subsidy,1,0,0
112305,1016,112,1,1,1,45.0,1.0,0.0,0,0.92307693,0.80769229,LPP+Subsidy,1,0,0
112307,1016,112,1,0,1,28.0,8.0,1.0,0,0.92307693,0.84615386,LPP+Subsidy,1,0,0
112110,1016,112,1,0,1,35.0,8.0,1.0,0,0.92307693,0.80769229,LPP+Subsidy,1,0,0
112310,1016,112,1,0,0,40.0,2.0,1.0,1,0.96153843,0.84615386,LPP+Subsidy,1,0,0
112127,1016,112,1,0,1,55.0,2.0,1.0,0,0.92307693,0.80769229,LPP+Subsidy,1,0,0
112311,1016,112,1,0,0,27.0,8.0,,1,0.92592591,0.81481481,LPP+Subsidy,1,0,0
112138,1016,112,1,0,1,32.0,9.0,,0,0.92592591,0.81481481,LPP+Subsidy,1,0,0
112312,1016,112,1,0,0,70.0,1.0,,1,0.92592591,0.81481481,LPP+Subsidy,1,0,0
112308,1016,112,1,0,1,23.0,12.0,1.0,0,0.92307693,0.80769229,LPP+Subsidy,1,0,0
112115,1016,112,1,1,1,40.0,1.0,,0,0.92592591,0.81481481,LPP+Subsidy,1,0,0
112116,1016,112,1,0,1,65.0,1.0,,0,0.92592591,0.81481481,LPP+Subsidy,1,0,0
112136,1016,112,1,0,1,55.0,15.0,,0,0.92592591,0.81481481,LPP+Subsidy,1,0,0
112130,1016,112,1,1,1,40.0,2.0,,0,0.92592591,0.81481481,LPP+Subsidy,1,0,0
112108,1016,112,1,1,1,30.0,7.0,1.0,0,0.92307693,0.80769229,LPP+Subsidy,1,0,0
112109,1016,112,1,0,1,70.0,2.0,,0,0.92592591,0.81481481,LPP+Subsidy,1,0,0
112118,1016,112,1,0,0,35.0,3.0,,1,0.92592591,0.81481481,LPP+Subsidy,1,0,0
112117,1016,112,1,0,0,50.0,2.0,0.0,1,0.96153843,0.84615386,LPP+Subsidy,1,0,0
112137,1016,112,1,0,1,23.0,6.0,,0,0.92592591,0.81481481,LPP+Subsidy,1,0,0
112112,1016,112,1,1,1,60.0,1.0,1.0,0,0.92307693,0.80769229,LPP+Subsidy,1,0,0
112306,1016,112,1,1,1,50.0,8.0,,0,0.92592591,0.81481481,LPP+Subsidy,1,0,0
112114,1016,112,1,1,1,40.0,2.0,,0,0.92592591,0.81481481,LPP+Subsidy,1,0,0
112303,1016,112,1,0,0,34.0,12.0,1.0,1,0.92307693,0.84615386,LPP+Subsidy,1,0,0
112113,1016,112,1,0,1,20.0,7.0,,0,0.92592591,0.81481481,LPP+Subsidy,1,0,0
112132,1016,112,1,0,0,40.0,8.0,,1,0.92592591,0.81481481,LPP+Subsidy,1,0,0
112120,1016,112,1,1,1,30.0,2.0,1.0,0,0.92307693,0.80769229,LPP+Subsidy,1,0,0
112107,1016,112,1,1,1,41.0,9.0,1.0,0,0.92307693,0.80769229,LPP+Subsidy,1,0,0
112301,1016,112,1,0,0,45.0,8.0,1.0,1,0.92307693,0.84615386,LPP+Subsidy,1,0,0
112304,1016,112,1,1,1,38.0,2.0,1.0,0,0.92307693,0.80769229,LPP+Subsidy,1,0,0
113304,1017,113,1,0,0,30.0,1.0,1.0,1,0.75,0.625,LPP+Subsidy,1,0,0
113509,1017,113,1,0,0,65.0,1.0,,1,0.70588237,0.58823532,LPP+Subsidy,1,0,0
113305,1017,113,1,0,0,32.0,2.0,,1,0.70588237,0.58823532,LPP+Subsidy,1,0,0
113303,1017,113,1,0,0,65.0,8.0,,1,0.70588237,0.58823532,LPP+Subsidy,1,0,0
113507,1017,113,1,1,1,28.0,9.0,1.0,0,0.6875,0.5625,LPP+Subsidy,1,0,0
113517,1017,113,1,0,1,30.0,10.0,,0,0.70588237,0.58823532,LPP+Subsidy,1,0,0
113518,1017,113,1,1,1,40.0,14.0,,0,0.70588237,0.58823532,LPP+Subsidy,1,0,0
113310,1017,113,1,0,0,55.0,1.0,1.0,1,0.75,0.625,LPP+Subsidy,1,0,0
113514,1017,113,1,1,1,30.0,9.0,,0,0.70588237,0.58823532,LPP+Subsidy,1,0,0
113309,1017,113,1,0,0,35.0,1.0,,1,0.70588237,0.58823532,LPP+Subsidy,1,0,0
113301,1017,113,1,1,1,35.0,12.0,,0,0.70588237,0.58823532,LPP+Subsidy,1,0,0
113302,1017,113,1,0,0,35.0,1.0,1.0,1,0.75,0.625,LPP+Subsidy,1,0,0
113307,1017,113,1,0,0,22.0,2.0,,1,0.70588237,0.58823532,LPP+Subsidy,1,0,0
113308,1017,113,1,0,0,27.0,2.0,,1,0.70588237,0.58823532,LPP+Subsidy,1,0,0
113311,1017,113,1,0,0,28.0,2.0,1.0,1,0.75,0.625,LPP+Subsidy,1,0,0
113508,1017,113,1,1,1,26.0,9.0,,0,0.70588237,0.58823532,LPP+Subsidy,1,0,0
113515,1017,113,1,1,1,25.0,8.0,1.0,0,0.6875,0.625,LPP+Subsidy,1,0,0
113306,1017,113,1,0,0,45.0,1.0,1.0,1,0.75,0.625,LPP+Subsidy,1,0,0
113313,1017,113,1,0,1,38.0,12.0,1.0,0,0.6875,0.5625,LPP+Subsidy,1,0,0
113505,1017,113,1,1,1,40.0,1.0,1.0,0,0.6875,0.5625,LPP+Subsidy,1,0,0
113510,1017,113,1,1,1,43.0,14.0,1.0,0,0.6875,0.5625,LPP+Subsidy,1,0,0
113512,1017,113,1,1,1,40.0,2.0,1.0,0,0.6875,0.625,LPP+Subsidy,1,0,0
113516,1017,113,1,1,1,46.0,2.0,,0,0.70588237,0.58823532,LPP+Subsidy,1,0,0
114258,1166,114,1,1,1,45.0,1.0,,0,1.0,1.0,Supply Only,1,0,0
114607,1018,114,1,0,0,22.0,1.0,0.0,1,0.33333334,0.25,Supply Only,1,0,0
114257,1166,114,1,1,1,43.0,1.0,,0,1.0,1.0,Supply Only,1,0,0
114228,1018,114,1,0,1,28.0,9.0,0.0,0,0.25,0.25,Supply Only,1,0,0
114238,1111,114,1,0,0,78.0,2.0,,1,0.42105263,0.42105263,Supply Only,1,0,0
114203,1111,114,1,0,0,29.0,10.0,0.0,1,0.44444445,0.44444445,Supply Only,1,0,0
114252,1111,114,1,0,0,35.0,10.0,0.0,1,0.3888889,0.3888889,Supply Only,1,0,0
114615,1018,114,1,0,0,39.0,2.0,0.0,1,0.33333334,0.25,Supply Only,1,0,0
114233,1111,114,1,0,1,39.0,1.0,,0,0.42105263,0.42105263,Supply Only,1,0,0
114612,1018,114,1,0,0,59.0,1.0,0.0,1,0.25,0.16666667,Supply Only,1,0,0
114219,1111,114,1,0,0,34.0,12.0,0.0,1,0.3888889,0.3888889,Supply Only,1,0,0
114239,1111,114,1,0,0,35.0,1.0,0.0,1,0.44444445,0.44444445,Supply Only,1,0,0
114606,1018,114,1,0,0,22.0,1.0,,1,0.30769232,0.23076923,Supply Only,1,0,0
114259,1166,114,1,1,1,35.0,2.0,,0,1.0,1.0,Supply Only,1,0,0
114262,1166,114,1,0,0,53.0,1.0,,1,1.0,1.0,Supply Only,1,0,0
114242,1111,114,1,0,0,42.0,1.0,,1,0.42105263,0.42105263,Supply Only,1,0,0
114600,1018,114,1,0,0,55.0,2.0,,1,0.30769232,0.23076923,Supply Only,1,0,0
114207,1111,114,1,0,0,35.0,2.0,0.0,1,0.44444445,0.44444445,Supply Only,1,0,0
114623,1018,114,1,0,0,65.0,5.0,,1,0.30769232,0.23076923,Supply Only,1,0,0
114609,1018,114,1,1,1,56.0,10.0,0.0,1,0.33333334,0.25,Supply Only,1,0,0
114622,1018,114,1,0,0,65.0,2.0,,1,0.30769232,0.23076923,Supply Only,1,0,0
114613,1018,114,1,0,0,30.0,15.0,,1,0.30769232,0.23076923,Supply Only,1,0,0
114616,1018,114,1,0,0,45.0,1.0,0.0,1,0.33333334,0.25,Supply Only,1,0,0
114264,1166,114,1,0,1,42.0,1.0,,0,1.0,1.0,Supply Only,1,0,0
114223,1018,114,1,1,1,40.0,2.0,,1,0.30769232,0.23076923,Supply Only,1,0,0
114245,1111,114,1,0,0,32.0,2.0,0.0,1,0.44444445,0.44444445,Supply Only,1,0,0
114206,1111,114,1,0,0,74.0,1.0,,1,0.42105263,0.42105263,Supply Only,1,0,0
114255,1166,114,1,1,1,43.0,1.0,,0,1.0,1.0,Supply Only,1,0,0
114603,1018,114,1,0,0,24.0,13.0,,1,0.30769232,0.23076923,Supply Only,1,0,0
114208,1111,114,1,0,0,34.0,2.0,0.0,1,0.44444445,0.44444445,Supply Only,1,0,0
114229,1018,114,1,1,1,35.0,2.0,,0,0.30769232,0.23076923,Supply Only,1,0,0
114247,1111,114,1,0,0,70.0,2.0,0.0,1,0.44444445,0.44444445,Supply Only,1,0,0
114243,1111,114,1,0,0,42.0,2.0,,1,0.42105263,0.42105263,Supply Only,1,0,0
114241,1111,114,1,0,0,40.0,1.0,,1,0.42105263,0.42105263,Supply Only,1,0,0
114232,1111,114,1,0,0,46.0,7.0,0.0,1,0.44444445,0.44444445,Supply Only,1,0,0
114620,1018,114,1,0,0,43.0,8.0,,1,0.30769232,0.23076923,Supply Only,1,0,0
114246,1111,114,1,0,0,48.0,2.0,0.0,1,0.44444445,0.44444445,Supply Only,1,0,0
114230,1111,114,1,1,1,50.0,6.0,,0,0.42105263,0.42105263,Supply Only,1,0,0
114237,1111,114,1,0,0,70.0,1.0,,1,0.42105263,0.42105263,Supply Only,1,0,0
114200,1111,114,1,1,1,40.0,2.0,,0,0.42105263,0.42105263,Supply Only,1,0,0
114226,1018,114,1,0,0,22.0,10.0,,1,0.30769232,0.23076923,Supply Only,1,0,0
114227,1018,114,1,1,1,42.0,7.0,,0,0.30769232,0.23076923,Supply Only,1,0,0
114601,1018,114,1,1,1,50.0,11.0,0.0,0,0.33333334,0.25,Supply Only,1,0,0
114621,1018,114,1,0,0,60.0,1.0,0.0,1,0.33333334,0.25,Supply Only,1,0,0
114201,1111,114,1,0,0,40.0,1.0,,1,0.42105263,0.42105263,Supply Only,1,0,0
114266,1166,114,1,1,1,29.0,15.0,0.0,0,1.0,1.0,Supply Only,1,0,0
114235,1111,114,1,0,0,52.0,15.0,0.0,1,0.44444445,0.44444445,Supply Only,1,0,0
114256,1166,114,1,1,1,46.0,1.0,,0,1.0,1.0,Supply Only,1,0,0
114224,1018,114,1,1,1,32.0,2.0,,1,0.30769232,0.23076923,Supply Only,1,0,0
114610,1018,114,1,0,0,64.0,9.0,,1,0.30769232,0.23076923,Supply Only,1,0,0
114265,1166,114,1,0,1,23.0,9.0,,0,1.0,1.0,Supply Only,1,0,0
114211,1111,114,1,1,1,56.0,2.0,,0,0.42105263,0.42105263,Supply Only,1,0,0
114225,1018,114,1,0,0,50.0,1.0,,1,0.30769232,0.23076923,Supply Only,1,0,0
114205,1111,114,1,0,0,36.0,2.0,,1,0.42105263,0.42105263,Supply Only,1,0,0
114624,1111,114,1,1,1,26.0,2.0,,0,0.42105263,0.42105263,Supply Only,1,0,0
114605,1018,114,1,0,0,33.0,2.0,,1,0.30769232,0.23076923,Supply Only,1,0,0
114204,1111,114,1,0,0,33.0,2.0,0.0,1,0.44444445,0.44444445,Supply Only,1,0,0
114236,1111,114,1,0,0,36.0,1.0,,1,0.42105263,0.42105263,Supply Only,1,0,0
114253,1111,114,1,0,0,33.0,2.0,0.0,1,0.3888889,0.3888889,Supply Only,1,0,0
114250,1111,114,1,0,0,54.0,1.0,0.0,1,0.3888889,0.3888889,Supply Only,1,0,0
115311,1019,115,1,0,1,34.0,12.0,,0,0.76190478,0.5625,LPP+Subsidy,1,0,0
115507,1107,115,1,1,1,25.0,9.0,1.0,1,1.0,1.0,LPP+Subsidy+Supply,1,0,0
115414,1019,115,1,1,1,25.0,9.0,,0,0.76190478,0.5625,LPP+Subsidy,1,0,0
115309,1019,115,1,1,1,36.0,2.0,,0,0.76190478,0.5625,LPP+Subsidy,1,0,0
115403,1019,115,1,1,1,68.0,7.0,,0,0.76190478,0.5625,LPP+Subsidy,1,0,0
115617,1165,115,1,1,1,27.0,9.0,,0,1.0,0.77777779,LPP+Subsidy,1,0,0
115314,1019,115,1,0,0,32.0,9.0,1.0,1,0.80000001,0.60000002,LPP+Subsidy,1,0,0
115502,1107,115,1,1,1,45.0,2.0,1.0,0,1.0,1.0,LPP+Subsidy+Supply,1,0,0
115600,1165,115,1,1,1,24.0,1.0,,0,1.0,0.77777779,LPP+Subsidy,1,0,0
115500,1107,115,1,1,1,40.0,9.0,0.0,1,1.0,1.0,LPP+Subsidy+Supply,1,0,0
115413,1019,115,1,1,1,37.0,9.0,,0,0.76190478,0.5625,LPP+Subsidy,1,0,0
115407,1019,115,1,0,1,25.0,9.0,,0,0.76190478,0.5625,LPP+Subsidy,1,0,0
115313,1019,115,1,0,0,65.0,1.0,,1,0.76190478,0.5625,LPP+Subsidy,1,0,0
115618,1165,115,1,0,1,79.0,2.0,,0,1.0,0.77777779,LPP+Subsidy,1,0,0
115317,1019,115,1,1,1,65.0,2.0,,0,0.76190478,0.5625,LPP+Subsidy,1,0,0
115602,1165,115,1,1,1,65.0,1.0,,0,1.0,0.77777779,LPP+Subsidy,1,0,0
115301,1019,115,1,1,1,35.0,11.0,,0,0.76190478,0.5625,LPP+Subsidy,1,0,0
115603,1165,115,1,0,1,35.0,2.0,,0,1.0,0.77777779,LPP+Subsidy,1,0,0
115503,1107,115,1,1,1,35.0,2.0,,1,1.0,1.0,LPP+Subsidy+Supply,1,0,0
115422,1019,115,1,1,1,27.0,2.0,,0,0.76190478,0.5625,LPP+Subsidy,1,0,0
115512,1107,115,1,1,1,40.0,9.0,1.0,0,1.0,1.0,LPP+Subsidy+Supply,1,0,0
115308,1019,115,1,0,1,25.0,9.0,,0,0.76190478,0.5625,LPP+Subsidy,1,0,0
115427,1019,115,1,0,0,25.0,2.0,,1,0.76190478,0.5625,LPP+Subsidy,1,0,0
115421,1019,115,1,1,1,60.0,1.0,,0,0.76190478,0.5625,LPP+Subsidy,1,0,0
115505,1107,115,1,1,1,40.0,9.0,,1,1.0,1.0,LPP+Subsidy+Supply,1,0,0
115419,1019,115,1,0,0,52.0,1.0,,1,0.76190478,0.5625,LPP+Subsidy,1,0,0
115514,1107,115,1,1,1,25.0,10.0,1.0,0,1.0,1.0,LPP+Subsidy+Supply,1,0,0
115516,1107,115,1,1,1,66.0,2.0,1.0,0,1.0,1.0,LPP+Subsidy+Supply,1,0,0
115319,1019,115,1,0,1,30.0,2.0,1.0,0,0.80000001,0.60000002,LPP+Subsidy,1,0,0
115509,1107,115,1,0,0,65.0,1.0,0.0,1,1.0,1.0,LPP+Subsidy+Supply,1,0,0
115315,1019,115,1,1,1,50.0,2.0,,0,0.76190478,0.5625,LPP+Subsidy,1,0,0
115404,1019,115,1,0,0,30.0,9.0,,1,0.76190478,0.5625,LPP+Subsidy,1,0,0
115424,1019,115,1,1,1,40.0,2.0,,0,0.76190478,0.5625,LPP+Subsidy,1,0,0
115300,1019,115,1,1,1,70.0,1.0,1.0,0,0.75,0.53333336,LPP+Subsidy,1,0,0
115604,1165,115,1,0,1,38.0,3.0,,0,1.0,0.77777779,LPP+Subsidy,1,0,0
115416,1019,115,1,1,1,32.0,2.0,,0,0.76190478,0.5625,LPP+Subsidy,1,0,0
115515,1107,115,1,1,1,30.0,2.0,1.0,0,1.0,1.0,LPP+Subsidy+Supply,1,0,0
115609,1165,115,1,1,1,72.0,9.0,,0,1.0,0.77777779,LPP+Subsidy,1,0,0
115607,1165,115,1,1,1,29.0,13.0,1.0,0,1.0,0.875,LPP+Subsidy,1,0,0
115616,1165,115,1,1,1,39.0,2.0,1.0,0,1.0,0.75,LPP+Subsidy,1,0,0
115501,1107,115,1,0,1,35.0,2.0,,1,1.0,1.0,LPP+Subsidy+Supply,1,0,0
115318,1019,115,1,1,1,35.0,2.0,0.0,0,0.80000001,0.60000002,LPP+Subsidy,1,0,0
115428,1019,115,1,0,0,28.0,7.0,1.0,1,0.75,0.60000002,LPP+Subsidy,1,0,0
115518,1107,115,1,1,1,35.0,9.0,,0,1.0,1.0,LPP+Subsidy+Supply,1,0,0
115307,1019,115,1,1,1,50.0,1.0,1.0,0,0.75,0.53333336,LPP+Subsidy,1,0,0
115304,1019,115,1,1,1,35.0,2.0,,0,0.76190478,0.5625,LPP+Subsidy,1,0,0
115612,1165,115,1,1,1,45.0,7.0,1.0,0,1.0,0.75,LPP+Subsidy,1,0,0
115306,1019,115,1,1,1,42.0,2.0,1.0,0,0.75,0.5625,LPP+Subsidy,1,0,0
115302,1019,115,1,1,1,30.0,5.0,,0,0.76190478,0.5625,LPP+Subsidy,1,0,0
115508,1107,115,1,1,1,30.0,9.0,1.0,1,1.0,1.0,LPP+Subsidy+Supply,1,0,0
115517,1107,115,1,1,1,40.0,2.0,,0,1.0,1.0,LPP+Subsidy+Supply,1,0,0
115402,1019,115,1,0,1,32.0,2.0,,0,0.76190478,0.5625,LPP+Subsidy,1,0,0
115426,1019,115,1,0,0,60.0,1.0,,1,0.76190478,0.5625,LPP+Subsidy,1,0,0
115412,1019,115,1,1,1,65.0,12.0,,0,0.76190478,0.5625,LPP+Subsidy,1,0,0
115316,1019,115,1,1,1,50.0,2.0,1.0,0,0.75,0.53333336,LPP+Subsidy,1,0,0
115513,1107,115,1,1,1,55.0,2.0,1.0,0,1.0,1.0,LPP+Subsidy+Supply,1,0,0
115608,1165,115,1,1,1,24.0,9.0,1.0,0,1.0,0.875,LPP+Subsidy,1,0,0
115406,1019,115,1,1,1,67.0,1.0,1.0,0,0.80000001,0.60000002,LPP+Subsidy,1,0,0
115510,1107,115,1,1,1,35.0,2.0,,0,1.0,1.0,LPP+Subsidy+Supply,1,0,0
115611,1165,115,1,0,1,30.0,10.0,1.0,0,1.0,0.75,LPP+Subsidy,1,0,0
115511,1107,115,1,1,1,35.0,2.0,1.0,0,1.0,1.0,LPP+Subsidy+Supply,1,0,0
115417,1019,115,1,1,1,35.0,1.0,,0,0.76190478,0.5625,LPP+Subsidy,1,0,0
115420,1019,115,1,0,0,28.0,8.0,,1,0.76190478,0.5625,LPP+Subsidy,1,0,0
115504,1107,115,1,0,1,22.0,12.0,,1,1.0,1.0,LPP+Subsidy+Supply,1,0,0
115401,1019,115,1,1,1,55.0,2.0,1.0,0,0.75,0.53333336,LPP+Subsidy,1,0,0
115519,1107,115,1,1,1,40.0,2.0,,0,1.0,1.0,LPP+Subsidy+Supply,1,0,0
115320,1019,115,1,1,1,37.0,2.0,,0,0.76190478,0.5625,LPP+Subsidy,1,0,0
115303,1019,115,1,1,1,20.0,12.0,1.0,0,0.75,0.53333336,LPP+Subsidy,1,0,0
115305,1019,115,1,1,1,42.0,9.0,1.0,0,0.75,0.53333336,LPP+Subsidy,1,0,0
115310,1019,115,1,1,1,64.0,8.0,1.0,0,0.75,0.53333336,LPP+Subsidy,1,0,0
115506,1107,115,1,0,1,28.0,9.0,,1,1.0,1.0,LPP+Subsidy+Supply,1,0,0
115415,1019,115,1,1,1,28.0,9.0,1.0,0,0.75,0.60000002,LPP+Subsidy,1,0,0
115405,1019,115,1,0,1,22.0,10.0,,0,0.76190478,0.5625,LPP+Subsidy,1,0,0
115606,1165,115,1,1,1,61.0,13.0,,0,1.0,0.77777779,LPP+Subsidy,1,0,0
115610,1165,115,1,1,1,48.0,12.0,,0,1.0,0.77777779,LPP+Subsidy,1,0,0
115601,1165,115,1,1,1,60.0,1.0,1.0,0,1.0,0.77777779,LPP+Subsidy,1,0,0
115619,1165,115,1,0,1,25.0,10.0,1.0,0,1.0,0.75,LPP+Subsidy,1,0,0
115520,1107,115,1,0,0,35.0,2.0,,1,1.0,1.0,LPP+Subsidy+Supply,1,0,0
